job_title,comp_name,comp_type,region,city,salary,contract,positions,years_of_experience,gender
فني إنشاءات,شركة الخدمات الاستشارية السعودية للاستشارات الهندسية,خاص,Riyadh,AR RIYADH,5000.0,دوام كامل,9,4,Male
محامي,راكان بن عويد الذيابي والبراء بن بهجت العمودي للمحاماةوالاست,خاص,Riyadh,AR RIYADH,5000.0,دوام كامل,1,4,Male
فني حساب كميات,شركة الخدمات الاستشارية السعودية للاستشارات الهندسية,خاص,Riyadh,AR RIYADH,5000.0,دوام كامل,3,4,Male
اخصائي دعم فني,شركة إنتر للاتصالات و تقنية المعلومات شركة شخص واحد,خاص,Al Qassim,BURAYDAH,5000.0,دوام كامل,1,0,Male
فني مساحة,شركة الخدمات الاستشارية السعودية للاستشارات الهندسية,خاص,Riyadh,AR RIYADH,5000.0,دوام كامل,3,4,Male
فني كهروميكانيك,شركة الخدمات الاستشارية السعودية للاستشارات الهندسية,خاص,Riyadh,AR RIYADH,5000.0,دوام كامل,4,4,Male
فني صيانة انشاءات,شركة الخدمات الاستشارية السعودية للاستشارات الهندسية,خاص,Riyadh,AR RIYADH,5000.0,دوام كامل,9,4,Male
فني صيانة انشاءات,شركة الخدمات الاستشارية السعودية للاستشارات الهندسية,خاص,Riyadh,AR RIYADH,5000.0,دوام كامل,9,4,Male
فني شبكات اتصالات,شركة الخدمات الاستشارية السعودية للاستشارات الهندسية,خاص,Riyadh,AR RIYADH,7000.0,دوام كامل,2,4,Male
مهندس كهربائي,شركة الخدمات الاستشارية السعودية للاستشارات الهندسية,خاص,Riyadh,AR RIYADH,7000.0,دوام كامل,1,4,Male
سائق رافعة شوكية,شركة نابكو للمنتجات الورقية,خاص,Makkah,JEDDAH,5000.0,دوام كامل,3,2,Male
مهندس مدني,شركة الخدمات الاستشارية السعودية للاستشارات الهندسية,خاص,Riyadh,AR RIYADH,7000.0,دوام كامل,3,4,Male
محاسب,شركة اتقان الصيانة للمقاولات,خاص,Riyadh,AR RIYADH,6000.0,دوام كامل,1,2,both
معلم ثانوي فيزياء,شركة الإحسان الأهلية,خاص,Riyadh,ABA ASLAB,5000.0,دوام كامل,3,2,both
أخصائي أنشطة طلابية,شركة الإحسان الأهلية,خاص,Riyadh,ABA ASLAB,5000.0,دوام كامل,6,0,both
محضر مختبر علوم,شركة الإحسان الأهلية,خاص,Riyadh,ABA ASLAB,5000.0,دوام كامل,5,0,both
مرشد طلابي,شركة الإحسان الأهلية,خاص,Riyadh,ABA ASLAB,5000.0,دوام كامل,1,0,Male
مساعد إداري,شركة الإحسان الأهلية,خاص,Riyadh,ABA ASLAB,5000.0,دوام كامل,7,2,both
موظف استقبال,اللحم المقطع للوجبات السريعة,خاص,Riyadh,AR RIYADH,4000.0,دوام كامل,3,0,Female
مهندس صناعي,شركه يونيتشارم الخليج للصناعات الصحيه المحدوده,خاص,Riyadh,AR RIYADH,7000.0,دوام كامل,4,0,Male
بائع,مطعم هشام عطيه صالح الغامدي للأكلات الشعبية,خاص,Makkah,JEDDAH,4000.0,دوام كامل,1,0,both
محاسب,مؤسسة خالد عواض اللحياني للمقاولات,خاص,Makkah,MAKKAH AL,4000.0,دوام كامل,1,0,Female
مندوب مبيعات,شركة الركن التنفيذي التجارية شركة شخص واحد,خاص,Riyadh,AR RIYADH,6000.0,دوام كامل,2,2,Female
مشرف صحة وسلامة مهنية,مؤسسة سليمان عبدالرحمن النمله للمقاولات,خاص,Madinah,YANBU AS ,5700.0,دوام كامل,1,2,Male
مدير فرع,مؤسسة وكف القهوة للتجارة,خاص,Eastern Region,AD DAMMAM,7757.0,دوام كامل,1,0,Male
فني كهربائي تمديدات كهربائية,شركة صقور العرب للمقاولات العامة,خاص,Riyadh,AR RIYADH,5700.0,دوام كامل,3,0,Male
مبرمج قاعدة بيانات,شركة لؤلؤة الغربية التجارية (شركة شخص واحد),خاص,Makkah,JEDDAH,7000.0,دوام كامل,1,2,both
كاتب بيانات عملاء,شركة لؤلؤة الغربية التجارية (شركة شخص واحد),خاص,Makkah,JEDDAH,4000.0,دوام كامل,3,2,both
أخصائي نفسي,جمعية خيرية للخدمات الصحية,خاص,Al Bahah,AL BAHA,4000.0,دوام كامل,1,0,Female
كاتب شحن,شركة الناقل العاجل للخدمات اللوجستية,خاص,Aseer,AL MAHALA,4000.0,دوام كامل,1,0,Male
بائع,مؤسسة أيوب سعد بن سعيد ال غوينم القحطاني التجارية,خاص,Aseer,ABRAQ AN ,4500.0,دوام كامل,1,0,Male
مساعد إداري,مكتب سواعد ينبع للاستقدام,خاص,Madinah,ABA AL BA,3200.0,دوام كامل,1,0,Male
محاسب,شركة افنسبل سولوشنس لتقنية نظم المعلومات ـ شركة شخص واحد,خاص,Makkah,JEDDAH,4500.0,دوام كامل,1,0,both
مدير فرع,شركة إختبار التربة للقياس,خاص,Northen Borders,IBN SUQI,18000.0,دوام كامل,4,10,Male
موظف استقبال,شركة رؤيتك المحدودة شركة شخص واحد,خاص,Riyadh,ABA AL KI,4500.0,دوام كامل,2,0,both
مهندس معماري,شركة متوازي للاستشارات الهندسية,خاص,Madinah,ABA AL BA,8000.0,دوام كامل,1,10,both
فني كهربائي تمديدات كهربائية,الشركة السعودية العالمية للموانىء,خاص,Eastern Region,AD DAMMAM,6250.0,دوام كامل,10,4,Male
مدير تطوير موارد بشرية,شركة بدر حمدى حامد البلوى للاستثمار  شركة شخص واحد,خاص,Makkah,JEDDAH,5500.0,دوام كامل,1,2,both
سكرتير,مؤسسة بيكسل بيرفكت للتشغيل والصيانة,خاص,Makkah,JEDDAH,3500.0,دوام كامل,1,0,Female
مدير إداري,مؤسسة حديقة الجوري للزهور,خاص,Al Qassim,UNAYZAH,6000.0,دوام كامل,1,0,both
سائق شاحنة ثقيلة,مؤسسة إكتفاء لنقل وتوزيع المياه,خاص,Riyadh,AR RIYADH,4000.0,عمل عن بعد,2,0,both
بائع قطع غيار مركبات,محل امتنان محمد بن يحى الموسى لقطع غيار السيارات,خاص,Al Qassim,UNAYZAH,4000.0,دوام كامل,1,0,Male
مساعد طبيب أسنان,مجمع فيو لطب الاسنان,خاص,Aseer,KHAMIS MU,4000.0,دوام كامل,1,0,Female
محاسب,مكتب محمد يحي الشهراني للمحاسبه والمراجعه,خاص,Riyadh,AR RIYADH,6000.0,دوام كامل,2,0,Female
فني صيانة ميكانيكية,شركة جيزة العربية للأنظمة,خاص,Tabuk,ABA AL QI,10000.0,دوام كامل,1,7,both
مهندس كهربائي,شركة جيزة العربية للأنظمة,خاص,Tabuk,ABA AL QI,7500.0,دوام كامل,1,4,Male
مهندس ميكانيكي,شركة جيزة العربية للأنظمة,خاص,Tabuk,ABA AL QI,7500.0,دوام كامل,1,4,Male
أخصائي بيانات ضخمة,شركة جيزة العربية للأنظمة,خاص,Tabuk,ABA AL QI,7500.0,دوام كامل,1,2,Male
مخلص جمركي,مصنع الرياض للاغذيه فرع شركه الرياض للصناعات الغذائيه,خاص,Riyadh,AR RIYADH,10000.0,دوام كامل,1,7,both
مهندس شبكات,شركة الانظمة التوافقية لتقنية المعلومات (شركة شخص واحد),خاص,Riyadh,ABA ASLAB,7500.0,دوام كامل,1,2,Male
بائع,مؤسسة كيدز تويز التجارية,خاص,Madinah,AL MADINA,4000.0,دوام كامل,1,0,both
سائق شاحنة صغيرة,مؤسسة انيسة القصيم التجارية,خاص,Al Qassim,AD DALFA',4000.0,دوام كامل,1,2,Male
مهندس إدارة مشاريع,شركة الاداء المتوازن للمقاولات,خاص,Madinah,AL MADINA,7000.0,دوام كامل,1,7,Male
مساح إحصائي,شركة جيزة العربية للأنظمة,خاص,Tabuk,ABA AL QI,5000.0,دوام كامل,1,4,Male
مساعد إداري,مركز السحاب للرياضة النسائية,خاص,Eastern Region,AL JUBAIL,4000.0,دوام كامل,1,0,Female
عامل كاونتر مأكولات ومشروبات,شركة خيرات ريفي المحدوده,خاص,Makkah,JEDDAH,4000.0,دوام كامل,5,0,both
أخصائي علاقات عامة,مركز التوحد الأول بجدة,خاص,Makkah,JEDDAH,4000.0,دوام كامل,1,2,Female
فني أجهزة طبية,شـركة عصــام الإقتصـــاديه وشــركاه المحـدوده.,خاص,Makkah,JEDDAH,4500.0,دوام كامل,1,0,Male
بائع مباشر,فرع شركة اجود الاطعمة,خاص,Makkah,JEDDAH,4500.0,دوام كامل,3,0,both
أخصائي تسويق,مؤسسة عبدالعزيز حمود عبدالعزيز القصير للتجارة,خاص,Riyadh,AR RIYADH,4000.0,دوام كامل,15,0,Female
سكرتير تنفيذي,مؤسسة روح العزيمة للصيانة والنظافة,خاص,Riyadh,AR RIYADH,4000.0,دوام كامل,1,2,Female
أخصائي تسويق,شركة العيد للاستقدام,خاص,Makkah,JEDDAH,4500.0,دوام كامل,1,0,Female
بائع,مؤسسة نور الإناره للتجارة,خاص,Eastern Region,AD DAMMAM,4500.0,دوام كامل,1,0,Male
كاتب استعلامات مركز خدمة عملاء,شركة ايوان جيفت التجارية,خاص,Eastern Region,AD DAMMAM,3500.0,دوام كامل,1,0,Female
مهندس سلامة وصحة مهنية,مكتب فايد للاستشارات الهندسية,خاص,Madinah,AL MADINA,7000.0,دوام كامل,1,2,both
مهندس معماري,مكتب الطاقات الذكية للاستشارات الهندسية,خاص,Eastern Region,AD DAMMAM,7000.0,دوام كامل,1,7,both
نجّار,شركة الاعمال الشاملة للتشغيل والصيانة,خاص,Makkah,JEDDAH,4000.0,دوام كامل,5,0,Male
محاسب,مؤسسة ايرون استيل التجارية,خاص,Makkah,JEDDAH,5000.0,دوام كامل,1,2,Female
كاتب علاقات حكومية,مجموعة اجير المتحدة للتشغيل والصيانة,خاص,Riyadh,AR RIYADH,4000.0,دوام كامل,1,0,Female
مصفف شعر,صالون دار الأناقة و الجمال للتزيين النسائي,خاص,Makkah,JEDDAH,3600.0,دوام كامل,1,2,Female
حارس أمن,شركة بيت مصادر الخليج للموارد البشرية,خاص,Riyadh,AR RIYADH,3600.0,دوام كامل,20,0,Male
موظف استقبال فندق,شركة بيت مصادر الخليج للموارد البشرية,خاص,Riyadh,AR RIYADH,3600.0,دوام كامل,20,0,both
مدخل بيانات,شركة نواف صالح البطي للتجارة,خاص,Riyadh,AR RIYADH,4000.0,دوام كامل,1,0,Female
مهندس معماري داخلي,مصنع كون الإنجاز للصناعة,خاص,Riyadh,AR RIYADH,6000.0,دوام كامل,1,0,both
فني تصميم داخلي,مصنع كون الإنجاز للصناعة,خاص,Riyadh,AR RIYADH,4000.0,دوام كامل,1,0,both
موظف استقبال فندق,شقق نور مينا الشرق للوحدات السكنية,خاص,Eastern Region,AD DAMMAM,4000.0,دوام كامل,2,0,Male
عامل تصنيع,شركة افنان العزيزية للصناعة,خاص,Riyadh,MALHAM,4000.0,دوام كامل,10,0,both
مشرف إنتاج,شركة افنان العزيزية للصناعة,خاص,Riyadh,MALHAM,4000.0,دوام كامل,2,0,both
مهندس إنتاج,شركة افنان العزيزية للصناعة,خاص,Riyadh,MALHAM,6000.0,دوام كامل,2,0,both
أخصائي تسويق,شركة ضوء المستقبل للتعليم,خاص,Riyadh,AR RIYADH,5500.0,دوام كامل,3,2,Female
أخصائي خدمة عملاء,شركة ضوء المستقبل للتعليم,خاص,Riyadh,AR RIYADH,5000.0,دوام كامل,1,2,Female
مدير مقهى,مقهى ذات الشعر الأحمر لتقديم المشروبات,خاص,Riyadh,AR RIYADH,4000.0,دوام كامل,1,0,both
محاسب,مغاسل مسار السرعة لخدمات السيارات,خاص,Makkah,MAKKAH AL,6000.0,دوام كامل,1,4,both
موظف صندوق محاسبة,مؤسسة وسق لتنظيم المعارض والمؤتمرات,خاص,Makkah,JEDDAH,4000.0,دوام كامل,1,2,both
بائع,شركه الاتقان والتجهيزات المعدنيه,خاص,Riyadh,AR RIYADH,4200.0,دوام كامل,1,0,both
كيميائي,مصنع شركة بون للصناعات الطبية,خاص,Riyadh,AR RIYADH,8000.0,دوام كامل,1,2,Male
أخصائي اضطرابات تخاطب,شركة الهنوف للمقاولات,خاص,Tabuk,ABA AL QI,8000.0,دوام كامل,1,0,both
صيدلي,مصنع شركة بون للصناعات الطبية,خاص,Riyadh,AR RIYADH,8000.0,دوام كامل,1,2,Male
أخصائي تسويق,شركة انظمة تيرأ للاتصالات وتقنية المعلومات,خاص,Riyadh,AR RIYADH,6000.0,دوام كامل,1,0,Male
محصل,شركة المطهرات الخليجية المحدودة شركة شخص واحد,خاص,Riyadh,AR RIYADH,4500.0,دوام كامل,1,0,both
مدير تسويق,شركة نظم الخبرات لتقنية المعلومات شركة شخص واحد,خاص,Riyadh,AR RIYADH,10000.0,دوام كامل,1,4,both
أخصائي عمليات موارد بشرية,شركة نظم الخبرات لتقنية المعلومات شركة شخص واحد,خاص,Riyadh,AR RIYADH,10000.0,دوام كامل,1,4,both
أخصائي تأمين,شركه دار الوساطه للتأمين المحدوده,خاص,Makkah,JEDDAH,5000.0,دوام كامل,5,0,both
مصمم جرافيك,شركة فنون التعبئة للمنتجات الغذائية,خاص,Makkah,JEDDAH,8000.0,دوام كامل,1,2,both
مراسل,شركة فنون التعبئة للمنتجات الغذائية,خاص,Makkah,JEDDAH,6999.0,دوام كامل,1,2,both
سكرتير تنفيذي,شركة فنون التعبئة للمنتجات الغذائية,خاص,Makkah,JEDDAH,7000.0,دوام كامل,1,2,Female
مراقب مالي,شركة فنون التعبئة للمنتجات الغذائية,خاص,Makkah,JEDDAH,7000.0,دوام كامل,1,2,Female
مساعد إداري,شركة فنون التعبئة للمنتجات الغذائية,خاص,Makkah,JEDDAH,7000.0,عمل عن بعد,1,2,Female
صيدلي,شركة الانماء العربي للتجارة,خاص,Riyadh,AR RIYADH,6000.0,دوام كامل,10,0,both
مهندس معماري,شركة المساحون العرب نصر أحمد اسحاق الحسيني للاستشارات الهندس,خاص,Riyadh,AR RIYADH,15000.0,دوام كامل,1,7,both
موظف صندوق محاسبة,مطعم فطائر الآب للوجبات السريعة,خاص,Madinah,YANBU AL ,4000.0,دوام كامل,1,0,Male
كاتب موارد بشرية,مصنع غربله لمواد البناء,خاص,Makkah,JEDDAH,4082.0,دوام كامل,2,0,Female
محلل مبرمج,شركـة ايجاد التقنية لتقنية المعلومات,خاص,Najran,ABA AR RA,10000.0,دوام كامل,5,0,both
مندوب مبيعات,مؤسسة واحة القمة التجارية,خاص,Riyadh,AR RIYADH,4000.0,دوام كامل,2,2,Female
مسؤول تراخيص وتصاريح,مؤسسة واحة القمة التجارية,خاص,Riyadh,AR RIYADH,4000.0,دوام كامل,2,0,both
كهربائي مباني,مؤسسة التكتيك المتقدمه للمقاولات,خاص,Makkah,JEDDAH,4000.0,دوام كامل,1,0,Male
مدير بحث وتطوير,جمعية ريادة لبناء وتطوير القدرات الشبابية,خاص,Makkah,MAKKAH AL,4000.0,دوام كامل,1,4,both
مهندس معماري داخلي,شركة زهير فايز  ومشاركوه للاستشارات المعمارية والهندسية,خاص,Makkah,JEDDAH,9900.0,دوام كامل,1,7,Male
أخصائي مبيعات,شركة خدمة الربط لتقنية المعلومات,خاص,Riyadh,AR RIYADH,5000.0,دوام كامل,1,0,Female
مهندس كيميائي,شركة زهير فايز  ومشاركوه للاستشارات المعمارية والهندسية,خاص,Makkah,JEDDAH,9900.0,دوام كامل,1,7,Male
مهندس زراعي,شركة زهير فايز  ومشاركوه للاستشارات المعمارية والهندسية,خاص,Makkah,JEDDAH,9900.0,دوام كامل,1,7,Male
مهندس ميكانيكي,شركة زهير فايز  ومشاركوه للاستشارات المعمارية والهندسية,خاص,Makkah,JEDDAH,9900.0,دوام كامل,1,7,Male
مهندس بيئي,شركة زهير فايز  ومشاركوه للاستشارات المعمارية والهندسية,خاص,Makkah,JEDDAH,9900.0,دوام كامل,1,7,Male
موظف استقبال فندق,شركة هادية عبداللطيف جميل لتجارة المواد الغذائية,خاص,Makkah,JEDDAH,5500.0,دوام كامل,2,2,both
فني حساب كميات,شركة زهير فايز  ومشاركوه للاستشارات المعمارية والهندسية,خاص,Makkah,JEDDAH,9900.0,دوام كامل,1,10,Male
مهندس مدني,شركة زهير فايز  ومشاركوه للاستشارات المعمارية والهندسية,خاص,Makkah,JEDDAH,9900.0,دوام كامل,1,10,Male
سكرتير,شركة سعيد بن سعد بن بخروش الغامدي للتجارة والمقاولات,خاص,Makkah,MAKKAH AL,4000.0,دوام كامل,1,0,Male
محاسب,شركة الهديل الدولية للتجارة,خاص,Makkah,JEDDAH,6500.0,دوام كامل,1,2,Female
كاتب علاقات حكومية,مجموعة اجير المتحدة للتشغيل والصيانة,خاص,Riyadh,AR RIYADH,4000.0,دوام كامل,1,0,Female
موظف استقبال فندق,فندق فيو الشاطيء الفندقية,خاص,Eastern Region,AD DAMMAM,4000.0,دوام كامل,3,0,Male
بائع,مؤسسة وسق لتنظيم المعارض والمؤتمرات,خاص,Makkah,JEDDAH,4000.0,دوام كامل,1,2,both
مترجم,شركة فنون التعبئة للمنتجات الغذائية,خاص,Makkah,JEDDAH,6000.0,دوام كامل,1,2,both
سكرتير,مصنع غربله لمواد البناء,خاص,Makkah,JEDDAH,4082.0,دوام كامل,1,0,Female
أخصائي علاج طبيعي,مركز الراحة للحجامة,خاص,Al Qassim,UNAYZAH,7000.0,دوام كامل,2,2,both
أخصائي علاج طبيعي,مركز الراحة للحجامة,خاص,Al Qassim,UNAYZAH,5000.0,دوام كامل,2,0,both
أخصائي عمليات موارد بشرية,مكتب سيجما الكفاءات للاستقدام,خاص,Makkah,JEDDAH,5000.0,دوام كامل,1,2,both
مساعد إداري,مكتب سيجما الكفاءات للاستقدام,خاص,Makkah,JEDDAH,4000.0,دوام كامل,1,2,both
مصمم جرافيك,مؤسسة ذوق الخيال للملتقيات والمعارض,خاص,Riyadh,AL HAIR,6000.0,دوام كامل,7,0,both
عامل كاونتر مأكولات ومشروبات,مؤسسة قدور نجد لخدمات الاعاشة,خاص,Makkah,JEDDAH,4000.0,دوام كامل,5,0,both
مهندس تقنية معلومات,مؤسسة قدور نجد لخدمات الاعاشة,خاص,Makkah,JEDDAH,7500.0,دوام كامل,1,0,both
أمين مخزن,محل افاق الاعتماد للتجارة,خاص,Eastern Region,ABRAQIYAH,4000.0,دوام كامل,2,2,both
مصمم إعلان,وكالة الرؤية الرقمية للدعاية والاعلان,خاص,Eastern Region,SAYHAT,4000.0,دوام كامل,1,0,Male
قهوجي,مقهى زاوية روزا لتقديم المشروبات,خاص,Hail,HAIL,4000.0,دوام كامل,1,0,both
موظف استقبال فندق,شقق احلى الايام للوحدات السكنية المفروشة,خاص,Makkah,JEDDAH,4000.0,دوام كامل,1,0,Male
مهندس كهربائي,مكتب معاذ احمد علي القحطاني للاستشارات الهندسية,خاص,Riyadh,AR RIYADH,6000.0,دوام كامل,1,2,both
حاضنة أطفال,مركز عوامل النجاح ضيافة الأطفال الأهلية,خاص,Riyadh,AR RIYADH,4000.0,دوام كامل,4,0,Female
فني تدفئة وتهوية وتكييف,شركة السبع سنابل (شركة شخص واحد),خاص,Makkah,JEDDAH,4000.0,دوام كامل,1,2,Male
فني هندسة كهربائية,شركة السبع سنابل (شركة شخص واحد),خاص,Makkah,JEDDAH,4000.0,دوام كامل,1,0,Male
مندوب مبيعات,مصنع عمر بن عبدالله بن محمد الغامدي للمنتجات الغذائية,خاص,Riyadh,AD DAMMAM,4000.0,دوام كامل,3,2,both
فني كهربائي أنظمة حماية كهربائية,مؤسسة ربيع محمد صلاح الدين معاد للتجارة,خاص,Makkah,JEDDAH,4900.0,دوام كامل,1,0,Male
بائع,شركة ايوان المذاق للتجارة شركة شخص واحد,خاص,Riyadh,AR RIYADH,5000.0,دوام كامل,2,0,Female
أخصائي تمريض,شركة التناسق الطبية,خاص,Riyadh,AR RIYADH,5000.0,دوام كامل,1,0,Female
أخصائي مختبرات طبية,شركة كيان المدينة الطبي شركة شخص واحد,خاص,Madinah,ABU KABIR,4500.0,دوام كامل,1,2,Female
أخصائي مبيعات,شركة أليفة للتجارة,خاص,Riyadh,AR RIYADH,5500.0,دوام كامل,6,0,both
محامي,مجموعة عبدالمجيد صالح القرشي للمحاماة,خاص,Makkah,MAKKAH AL,5500.0,دوام كامل,2,2,Male
طبيب أسنان عام,جمعية الصفا الخيرية بصفوى,خاص,Eastern Region,ABRAQIYAH,6000.0,دوام كامل,2,0,both
كاتب علاقات حكومية,مجموعة رمز للاستشارات المهنية,خاص,Makkah,JEDDAH,4000.0,دوام كامل,1,4,Male
سائق حافلة,مدارس سفراء المستقبل الاهلية,خاص,Makkah,JEDDAH,3000.0,دوام كامل,2,0,Male
رئيس منظمة غير ربحية,جمعية ريادة لبناء وتطوير القدرات الشبابية,خاص,Makkah,MAKKAH AL,6000.0,دوام كامل,1,4,both
مشغل آلات تصنيع منتجات بلاستيكية,شركة مدينه الاواني للصناعة,خاص,Makkah,JEDDAH,4000.0,دوام كامل,3,0,Male
عامل تصنيع,شركة مدينه الاواني للصناعة,خاص,Makkah,JEDDAH,4000.0,دوام كامل,2,0,Male
فني دعم تقنية معلومات,شركة خالد آرت المحدودة شركة شخص واحد,خاص,Eastern Region,AD DAMMAM,4000.0,دوام كامل,1,2,Male
أخصائي تسويق,مخابز اجياد الشرق,خاص,Eastern Region,SAYHAT,4000.0,دوام كامل,1,0,both
مدير إداري,مكتب تصميم المشاريع للاستشارات الهندسية,خاص,Eastern Region,AD DAMMAM,12400.0,دوام كامل,1,7,Male
محاسب,مكتب هيثم حسين الناصرللمحاسبة والمراجعة,خاص,Eastern Region,AD DAMMAM,6000.0,دوام كامل,2,0,Female
بائع مأكولات ومشروبات,شركة فيض الغذاء المحدودة شركة شخص واحد,خاص,Makkah,JEDDAH,4200.0,دوام كامل,8,0,both
مساعد إداري,شركة المهندس نزار الكردي الملي للاستشارات الهندسية شركة مهنية,خاص,Al Qassim,BURAYDAH,4000.0,عمل عن بعد,2,0,both
مهندس صناعي,شركة تقنية السلامة البيئية للخدمات المتخصصة,خاص,Eastern Region,AD DAMMAM,5000.0,دوام كامل,1,0,Male
مدير متجر,مؤسسة ركن تزويد التجارية,خاص,Al Qassim,BURAYDAH,4000.0,دوام كامل,1,0,Male
بائع,مؤسسة كعك وكيك التجارية,خاص,Makkah,JEDDAH,4000.0,دوام كامل,3,0,Female
حاضنة أطفال,مركز لعبه وقلم التجاري,خاص,Makkah,JEDDAH,3500.0,دوام كامل,1,0,Female
محاسب,شركة نجمة العالم للتجارة,خاص,Eastern Region,AD DAMMAM,6000.0,دوام كامل,1,0,both
أخصائي علاج وظيفي,شركة أطباء الشفاء الطبية شركة شخص واحد,خاص,Eastern Region,ABRAQIYAH,7000.0,دوام كامل,1,0,Female
أخصائي تسويق,مؤسسة زيتية للتجارة,خاص,Riyadh,AR RIYADH,4500.0,دوام كامل,2,0,both
كاتب موارد بشرية,شركة بوركت للتجارة,خاص,Riyadh,AR RIYADH,6000.0,دوام كامل,2,4,both
أخصائي قانوني,شركة بوركت للتجارة,خاص,Riyadh,AR RIYADH,5000.0,دوام كامل,1,4,both
أخصائي عمليات موارد بشرية,شركة المخابز العربية المحدودة,خاص,Riyadh,AR RIYADH,5500.0,دوام كامل,1,0,both
محاسب,شركة بوركت للتجارة,خاص,Riyadh,AR RIYADH,5000.0,دوام كامل,2,4,both
محاسب,مطاعم اطلال شامية للوجبات السريعة,خاص,Eastern Region,AL QATIF,7500.0,دوام كامل,1,4,both
خياط,مصنع سندس الديباجه للأقمشه والملابس,خاص,Riyadh,AL KHARJ,4000.0,دوام كامل,30,0,Female
أخصائي خدمة عملاء,شركة بوركت للتجارة,خاص,Riyadh,AR RIYADH,4000.0,دوام كامل,5,4,both
موظف صندوق محاسبة,شركة عنان للخدمات الغذائية,خاص,Eastern Region,AL JUBAIL,4000.0,دوام كامل,1,0,both
مصمم جرافيك,شركة قولدن سنت,خاص,Eastern Region,AD DAMMAM,9259.0,دوام كامل,1,2,both
بائع,مؤسسة شفياء مسعود مبارك القحطاني للنقليات,خاص,Riyadh,ABA ASLAB,4000.0,عمل عن بعد,1,0,both
مهندس مدني,شركة نجد للمقاولات شركة شخص واحد,خاص,Riyadh,ABA ASLAB,12000.0,دوام كامل,1,7,Male
مشرف صحة وسلامة مهنية,شركة بيت التنور الشرقي التجارية,خاص,Eastern Region,AL KHUBAR,4000.0,دوام كامل,2,0,both
طاهي,شركة بيت التنور الشرقي التجارية,خاص,Eastern Region,AL KHUBAR,4000.0,دوام كامل,6,0,both
رسام خرائط,مكتب الحلول المكانية للاستشارات الهندسية,خاص,Riyadh,AR RIYADH,5000.0,دوام كامل,2,0,both
فني مساحة,مكتب الحلول المكانية للاستشارات الهندسية,خاص,Riyadh,AR RIYADH,4000.0,دوام كامل,2,0,both
مدير فرع,شركة مجحد للالمنيوم شركة شخص واحد,خاص,Eastern Region,AL MUBARR,4000.0,دوام كامل,1,0,Female
محاسب,شركة بصمة الاعمار للتجارة,خاص,Riyadh,AR RIYADH,4000.0,دوام كامل,1,0,Female
مندوب مشتريات,شركة بصمة الاعمار للتجارة,خاص,Riyadh,AR RIYADH,4000.0,دوام كامل,2,0,both
كاتب علاقات حكومية,شركة بصمة الاعمار للتجارة,خاص,Riyadh,AR RIYADH,4000.0,دوام كامل,1,0,Female
موظف استقبال,شركة مركز خدمات الدانه الحديث للولائم والحفلات,خاص,Eastern Region,DHAHRAN,4000.0,دوام كامل,5,0,Female
أخصائي عمليات موارد بشرية,مؤسسة خط الاجهزه للتجارة,خاص,Makkah,JEDDAH,5000.0,دوام كامل,1,2,Male
بائع,مؤسسة خط الاجهزه للتجارة,خاص,Makkah,JEDDAH,5000.0,دوام كامل,1,2,Male
فني شبكات اتصالات,مؤسسة السعوديه العربيه لتقنية المعلومات والاتصالات,خاص,Eastern Region,AL KHUBAR,4000.0,دوام كامل,1,2,Male
مدير خدمة العملاء,شركة النجمة الذهبية للتبريد والتكييف شركة شخص واحد,خاص,Eastern Region,AL HUFUF,4000.0,دوام كامل,1,2,Female
مأمور سنترال,شركة النجمة الذهبية للتبريد والتكييف شركة شخص واحد,خاص,Eastern Region,AL HUFUF,4000.0,دوام كامل,1,2,Female
نادل,شركة كوكب آخر لتقديم الوجبات,خاص,Makkah,JEDDAH,4000.0,دوام كامل,1,0,both
محاسب,مؤسسة الاتقان للتطوير العقاري,خاص,Makkah,JEDDAH,4000.0,دوام كامل,2,0,both
سكرتير تنفيذي,مؤسسة الاتقان للتطوير العقاري,خاص,Makkah,JEDDAH,4000.0,دوام كامل,2,0,both
بائع,شركة وادي منى التجارية,خاص,Riyadh,AR RIYADH,4000.0,دوام كامل,5,0,both
فني مختبر طبي,شركة خيارات بلس للخدمات التجارية (شركة شخص واحد),خاص,Riyadh,AR RIYADH,6000.0,دوام كامل,4,0,Female
أخصائي تسويق,شركة خيارات بلس للخدمات التجارية (شركة شخص واحد),خاص,Riyadh,AR RIYADH,6000.0,دوام كامل,2,0,both
مدير مقهى,مقهى ذات الشعر الأحمر لتقديم المشروبات,خاص,Riyadh,AR RIYADH,4000.0,دوام كامل,1,0,Female
مندوب مبيعات,مطعم الاوراق الخضر لتقديم الوجبات,خاص,Riyadh,AR RIYADH,5500.0,دوام كامل,1,0,both
أخصائي تسويق,مطعم الاوراق الخضر لتقديم الوجبات,خاص,Riyadh,AR RIYADH,5500.0,دوام كامل,1,0,both
أخصائي عمليات موارد بشرية,مطعم الاوراق الخضر لتقديم الوجبات,خاص,Riyadh,AR RIYADH,5500.0,دوام كامل,2,0,Female
مصمم جرافيك,مطعم الاوراق الخضر لتقديم الوجبات,خاص,Riyadh,AR RIYADH,5500.0,دوام كامل,1,2,both
موظف صندوق محاسبة,مؤسسة مذاق الحورية التجارية,خاص,Al Bahah,BANI SAR,4000.0,دوام كامل,2,0,both
